date,date_id,year,quarter,month,month_name,year_month,day,weekday,weekday_name,is_weekend,is_complete_month
2018-12-07,20181207,2018,4,12,Dec,2018-12,7,5,Fri,False,False
2018-12-08,20181208,2018,4,12,Dec,2018-12,8,6,Sat,True,False
2018-12-09,20181209,2018,4,12,Dec,2018-12,9,7,Sun,True,False
2018-12-10,20181210,2018,4,12,Dec,2018-12,10,1,Mon,False,False
2018-12-11,20181211,2018,4,12,Dec,2018-12,11,2,Tue,False,False
2018-12-12,20181212,2018,4,12,Dec,2018-12,12,3,Wed,False,False
2018-12-13,20181213,2018,4,12,Dec,2018-12,13,4,Thu,False,False
2018-12-14,20181214,2018,4,12,Dec,2018-12,14,5,Fri,False,False
2018-12-15,20181215,2018,4,12,Dec,2018-12,15,6,Sat,True,False
2018-12-16,20181216,2018,4,12,Dec,2018-12,16,7,Sun,True,False
2018-12-17,20181217,2018,4,12,Dec,2018-12,17,1,Mon,False,False
2018-12-18,20181218,2018,4,12,Dec,2018-12,18,2,Tue,False,False
2018-12-19,20181219,2018,4,12,Dec,2018-12,19,3,Wed,False,False
2018-12-20,20181220,2018,4,12,Dec,2018-12,20,4,Thu,False,False
2018-12-21,20181221,2018,4,12,Dec,2018-12,21,5,Fri,False,False
2018-12-22,20181222,2018,4,12,Dec,2018-12,22,6,Sat,True,False
2018-12-23,20181223,2018,4,12,Dec,2018-12,23,7,Sun,True,False
2018-12-24,20181224,2018,4,12,Dec,2018-12,24,1,Mon,False,False
2018-12-25,20181225,2018,4,12,Dec,2018-12,25,2,Tue,False,False
2018-12-26,20181226,2018,4,12,Dec,2018-12,26,3,Wed,False,False
2018-12-27,20181227,2018,4,12,Dec,2018-12,27,4,Thu,False,False
2018-12-28,20181228,2018,4,12,Dec,2018-12,28,5,Fri,False,False
2018-12-29,20181229,2018,4,12,Dec,2018-12,29,6,Sat,True,False
2018-12-30,20181230,2018,4,12,Dec,2018-12,30,7,Sun,True,False
2018-12-31,20181231,2018,4,12,Dec,2018-12,31,1,Mon,False,False
